gene	transcript	chr	strand	txStart	txStop	cdsStart	cdsStop	exonCount	exonStarts	exonStops	start	stop	score
LOC101928381	NR_121570	chr9	+	66922966	66933829	66933829	66933829	5	66922966,66930163,66930566,66932712,66933340,	66923048,66930314,66930970,66932849,66933829,	66922966	66933829	1000
LOC101929583	NR_136299	chr9	-	66969462	67030191	67030191	67030191	4	66969462,67026662,67029156,67030140,	66969712,67026815,67029264,67030191,	66969462	67030191	1000
LOC101929583	NR_136299	chr9	+	69652151	69712879	69712879	69712879	4	69652151,69653071,69655520,69712629,	69652202,69653179,69655673,69712879,	69652151	69712879	1000
LOC102723709	NR_121606	chr9	+	67779122	67781179	67781179	67781179	3	67779122,67779768,67781149,	67779287,67780013,67781179,	67779122	67781179	1000
LOC105379807	NR_144466	chr9	+	67785633	67786685	67786685	67786685	2	67785633,67786275,	67785760,67786685,	67785633	67786685	1000
LOC101929583	NR_136299	chr9	-	42817547	42857202	42857202	42857202	4	42817547,42853675,42856169,42857151,	42817797,42853828,42856277,42857202,	42817547	42857202	1000
LOC101928381	NR_121570	chr9	-	69746916	69757784	69757784	69757784	5	69746916,69747896,69749771,69750423,69757702,	69747405,69748033,69750175,69750574,69757784,	69746916	69757784	1000
LOC101928381	NR_121570	chr9	-	70364017	70374924	70374924	70374924	5	70364017,70364997,70366917,70367573,70374842,	70364506,70365134,70367321,70367724,70374924,	70364017	70374924	1000
CBWD5	NR_104600	chr9	-	70484215	70490211	70490211	70490211	4	70484215,70486792,70488819,70489914,	70484471,70486879,70488917,70490211,	70484215	70490211	1000
MIR548H3	NR_031679	chr9	-	78118511	78338744	78338744	78338744	3	78118511,78271497,78338708,	78118540,78271512,78338744,	78118511	78338744	1000
ZBED1	NM_001171136	chrX	-	2404454	2419008	2406675	2408760	2	2404454,2418857,	2408813,2419008,	2404454	2419008	1000
ZBED1	NM_001171136	chrY	-	2354454	2369008	2356675	2358760	2	2354454,2368857,	2358813,2369008,	2354454	2369008	1000
ZBED1	NM_001171135	chrX	-	2404454	2418580	2406675	2408760	2	2404454,2418351,	2408813,2418580,	2404454	2418580	1000
ZBED1	NM_001171135	chrY	-	2354454	2368580	2356675	2358760	2	2354454,2368351,	2358813,2368580,	2354454	2368580	1000
CXorf40A	NM_001171909	chrX	+	148626065	148636882	148627176	148630969	5	148626065,148626913,148627147,148628284,148630960,	148626430,148627046,148627429,148628463,148636882,	148626065	148636882	1000
MIR548AU	NR_049853	chr9	+	96357122	96357176	96357176	96357176	1	96357122,	96357176,	96357122	96357176	1000
DAZ4	NM_020420	chrY	-	25275501	25345254	25281356	25344947	17	25275501,25281321,25285993,25286772,25298943,25301320,25303716,25306099,25308495,25310886,25313331,25314803,25315032,25315532,25316144,25316510,25344944,	25277358,25281420,25286028,25286844,25299015,25301392,25303788,25306171,25308567,25310958,25313403,25314943,25315096,25315584,25316236,25316657,25345254,	25275501	25345254	1000
EIF3C	NM_001286478	chr16	-	28390902	28415209	28391118	28414939	22	28390902,28391296,28391612,28391788,28391952,28394438,28399378,28399828,28401611,28401840,28402160,28403072,28403300,28403355,28411191,28411697,28411935,28412179,28412527,28412859,28414838,28415107,	28391201,28391459,28391700,28391854,28392112,28394802,28399603,28400019,28401705,28401966,28402302,28403176,28403352,28403463,28411319,28411807,28411990,28412275,28412717,28412925,28414969,28415209,	28390902	28415209	1000
MIR1268A	NR_031672	chr9	+	131114325	131424415	131424415	131424415	3	131114325,131115693,131424392,	131114340,131115707,131424415,	131114325	131424415	1000
NBPF19	NM_001351365	chr1	-	146032541	148346791	146034164	148346756	95	146032541,146035038,146035861,146035972,146036688,146037449,146038218,146038989,146215942,146216765,146217597,146218358,146220666,146221437,146222235,146223058,146223901,146224662,146226971,146227742,146228528,146229351,146583632,147578465,148007799,148010112,148010883,148011679,148253552,148254379,148255140,148255921,148256692,148257493,148258316,148259143,148259904,148260685,148261456,148262257,148263080,148263903,148264664,148265445,148266216,148267017,148267840,148268675,148269436,148270217,148270988,148271791,148272614,148287788,148288549,148289330,148290101,148290902,148291725,148292558,148293319,148294100,148294871,148295672,148296495,148297328,148298089,148298870,148299641,148300442,148301265,148306858,148307619,148308404,148309175,148314738,148315561,148316392,148317153,148317938,148318709,148324258,148325081,148325914,148326675,148327448,148328219,148329029,148330123,148334194,148335534,148336204,148343593,148344639,148346581,	146034408,146035147,146035972,146036030,146036740,146037622,146038270,146039162,146216051,146216938,146217649,146218531,146220718,146221610,146222344,146223231,146223953,146224835,146227023,146227915,146228637,146229515,146583641,147578517,148007972,148010164,148011056,148011788,148253725,148254431,148255313,148255973,148256865,148257602,148258489,148259195,148260077,148260737,148261629,148262366,148263253,148263955,148264837,148265497,148266389,148267126,148268013,148268727,148269609,148270269,148271161,148271900,148272787,148287840,148288722,148289382,148290274,148291011,148291898,148292610,148293492,148294152,148295044,148295781,148296668,148297380,148298262,148298922,148299814,148300551,148301438,148306910,148307792,148308456,148309348,148314847,148315734,148316444,148317326,148317990,148318882,148324367,148325254,148325966,148326848,148327500,148328392,148329081,148330287,148334246,148335740,148336277,148343808,148344742,148346791,	146032541	148346791	1000
SNORD141A	NR_132980	chr9	+	135895816	135895921	135895921	135895921	1	135895816,	135895921,	135895816	135895921	1000
SNORD141B	NR_132981	chr9	+	135895816	135895921	135895921	135895921	1	135895816,	135895921,	135895816	135895921	1000
H2AFB3	NM_080720	chrX	+	154113316	154113833	154113324	154113672	1	154113316,	154113833,	154113316	154113833	1000
H2AFB3	NM_080720	chrX	+	154610427	154610944	154610435	154610783	1	154610427,	154610944,	154610427	154610944	1000
H2AFB3	NM_080720	chrX	-	154689079	154689596	154689240	154689588	1	154689079,	154689596,	154689079	154689596	1000
CXorf40A	NM_001324278	chrX	+	148622518	148629876	148627176	148628508	5	148622518,148623563,148626913,148627147,148628284,	148622837,148623611,148627046,148627429,148629876,	148622518	148629876	1000
PLCXD1	NM_018390	chrX	+	198060	220022	200854	216002	7	198060,200833,205399,207314,208165,209701,215763,	198351,200981,205536,207443,208321,209885,220022,	198060	220022	1000
PLCXD1	NM_018390	chrY	+	148060	170022	150854	166002	7	148060,150833,155399,157314,158165,159701,165763,	148351,150981,155536,157443,158321,159885,170022,	148060	170022	1000
MAGEA2B	NM_001321402	chrX	+	151883074	151887096	151885595	151886540	5	151883074,151884445,151885136,151885384,151885530,	151883171,151884565,151885234,151885450,151887096,	151883074	151887096	1000
MAGEA2B	NM_001321402	chrX	-	151918386	151922408	151918942	151919887	5	151918386,151920032,151920248,151920917,151922311,	151919952,151920098,151920346,151921037,151922408,	151918386	151922408	1000
MAGEA2B	NM_001321401	chrX	+	151883074	151887096	151885595	151886540	6	151883074,151883335,151883567,151884445,151885384,151885530,	151883171,151883417,151883646,151884565,151885450,151887096,	151883074	151887096	1000
MAGEA2B	NM_001321401	chrX	-	151918386	151922408	151918942	151919887	6	151918386,151920032,151920917,151921836,151922065,151922311,	151919952,151920098,151921037,151921915,151922147,151922408,	151918386	151922408	1000
DEFB107A	NM_001037668	chr8	+	7353367	7366833	7353455	7366745	2	7353367,7366602,	7353525,7366833,	7353367	7366833	1000
DEFB107A	NM_001037668	chr8	-	7669241	7673238	7669329	7673150	2	7669241,7673080,	7669472,7673238,	7669241	7673238	1000
PLCXD1	NR_028057	chrX	+	192990	220022	220022	220022	9	192990,198148,200833,205399,207314,208165,209701,215763,219259,	193061,198351,200981,205536,207443,208321,209885,216059,220022,	192990	220022	1000
LINC00685	NR_027231	chrX	+	281384	282054	282054	282054	1	281384,	282054,	281384	282054	1000
LINC00685	NR_027232	chrX	+	281384	282054	282054	282054	1	281384,	282054,	281384	282054	1000
MIR3690	NR_037461	chrX	+	1412810	1412885	1412885	1412885	1	1412810,	1412885,	1412810	1412885	1000
LINC00106	NR_130733	chrX	+	1515917	1518291	1518291	1518291	3	1515917,1517717,1518259,	1516117,1517851,1518291,	1515917	1518291	1000
ASMTL-AS1	NR_026710	chrX	+	1519423	1532479	1532479	1532479	4	1519423,1520354,1522353,1531635,	1519479,1521118,1522478,1532479,	1519423	1532479	1000
ASMTL-AS1	NR_026711	chrX	+	1519423	1534314	1534314	1534314	6	1519423,1520354,1522353,1531635,1532654,1533635,	1519479,1521118,1522478,1531781,1533203,1534314,	1519423	1534314	1000
AKAP17A	NR_027383	chrX	+	1710485	1721407	1721407	1721407	6	1710485,1712336,1714276,1718084,1719030,1719551,	1710662,1713117,1714425,1718325,1719100,1721407,	1710485	1721407	1000
MIR6089	NR_106737	chrX	+	2527231	2527295	2527295	2527295	1	2527231,	2527295,	2527231	2527295	1000
CD99P1	NR_033381	chrX	+	2527305	2556370	2556370	2556370	10	2527305,2529036,2530190,2533856,2536780,2537469,2540730,2541425,2544637,2556014,	2527522,2529079,2530259,2534010,2536825,2537538,2540775,2541494,2544683,2556370,	2527305	2556370	1000
CD99P1	NR_033380	chrX	+	2527305	2575270	2575270	2575270	9	2527305,2529036,2530190,2533856,2536780,2537469,2541425,2544637,2573067,	2527522,2529079,2530259,2534010,2536825,2537538,2541494,2544683,2575270,	2527305	2575270	1000
XGY2	NR_003254	chrX	+	2670336	2693037	2693037	2693037	3	2670336,2688590,2692756,	2670376,2688632,2693037,	2670336	2693037	1000
RBMY1A1	NM_001320944	chrY	+	23696764	23711212	23698777	23710934	11	23696764,23698773,23699360,23702483,23704576,23706739,23707809,23708361,23708906,23710135,23710635,	23696912,23698886,23699464,23702661,23704729,23706854,23707920,23708472,23709017,23710224,23711212,	23696764	23711212	1000
RBMY1A1	NM_001320944	chrY	-	24026222	24040673	24026500	24038660	11	24026222,24027210,24028418,24028963,24029515,24030581,24032706,24034774,24037971,24038551,24040525,	24026799,24027299,24028529,24029074,24029626,24030696,24032859,24034952,24038075,24038664,24040673,	24026222	24040673	1000
MIR7641-2	NR_106988	chrX	+	41152089	41152139	41152139	41152139	1	41152089,	41152139,	41152089	41152139	1000
FAM72C	NM_001287385	chr1	+	206138439	206155074	206139304	206154051	4	206138439,206141445,206145453,206153956,	206139456,206141523,206145578,206155074,	206138439	206155074	1000
MAGED4B	NM_030801	chrX	+	51927918	51935364	51929018	51935162	13	51927918,51928987,51929492,51930737,51931044,51931301,51931769,51932482,51932647,51933081,51934089,51934526,51935152,	51928061,51929228,51930326,51930941,51931108,51931381,51931861,51932562,51932690,51933144,51934204,51934957,51935364,	51927918	51935364	1000
RGPD6	NM_001123363	chr2	+	110550334	110615282	110552042	110613473	24	110550334,110551741,110559359,110561008,110561555,110565750,110566326,110571036,110577272,110579481,110581798,110582063,110582406,110583452,110583877,110584277,110585368,110585641,110588893,110592573,110593395,110602679,110605386,110613438,	110550566,110552114,110559427,110561120,110561708,110565981,110566472,110571232,110577360,110579691,110581980,110582239,110582530,110583611,110584015,110584424,110585548,110585725,110589029,110592668,110595619,110602819,110605588,110615282,	110550334	110615282	1000
SNORA11D	NR_003711	chrX	-	51806442	51806569	51806569	51806569	1	51806442,	51806569,	51806442	51806569	1000
SNORA11E	NR_102368	chrX	-	51806442	51806569	51806569	51806569	1	51806442,	51806569,	51806442	51806569	1000
SNORA11D	NR_003711	chrX	+	51933717	51933844	51933844	51933844	1	51933717,	51933844,	51933717	51933844	1000
SNORA11E	NR_102368	chrX	+	51933717	51933844	51933844	51933844	1	51933717,	51933844,	51933717	51933844	1000
XAGE1B	NR_033257	chrX	-	52255219	52260154	52260154	52260154	4	52255219,52257919,52258573,52259801,	52255329,52258046,52258715,52260154,	52255219	52260154	1000
XAGE1B	NR_033257	chrX	+	52239018	52243953	52243953	52243953	4	52239018,52240457,52241126,52243843,	52239371,52240599,52241253,52243953,	52239018	52243953	1000
XAGE1A	NR_033254	chrX	+	52239018	52243953	52243953	52243953	4	52239018,52240457,52241126,52243843,	52239371,52240599,52241253,52243953,	52239018	52243953	1000
PABPC1L2B-AS1	NR_110398	chrX	-	72218226	72222695	72222695	72222695	4	72218226,72221049,72222025,72222243,	72218689,72221164,72222162,72222695,	72218226	72222695	1000
PABPC1L2B-AS1	NR_110398	chrX	+	72300005	72304474	72304474	72304474	4	72300005,72300538,72301536,72304011,	72300457,72300675,72301651,72304474,	72300005	72304474	1000
MIR4454	NR_039659	chrX	-	92079850	92079902	92079902	92079902	1	92079850,	92079902,	92079850	92079902	1000
H2BFXP	NR_003238	chrX	+	103230501	103232935	103232935	103232935	4	103230501,103231300,103231559,103232589,	103230879,103231359,103231755,103232935,	103230501	103232935	1000
LOC100101478	NR_130172	chrX	+	103230501	103232935	103232935	103232935	4	103230501,103231300,103231559,103232589,	103230879,103231359,103231755,103232935,	103230501	103232935	1000
H2BFXP	NR_003238	chrX	-	103315068	103317502	103317502	103317502	4	103315068,103316246,103316642,103317124,	103315414,103316442,103316701,103317502,	103315068	103317502	1000
LOC100101478	NR_130172	chrX	-	103315068	103317502	103317502	103317502	4	103315068,103316246,103316642,103317124,	103315414,103316442,103316701,103317502,	103315068	103317502	1000
SPAG11B	NM_058207	chr8	-	7308085	7309887	7308234	7309835	2	7308085,7309780,	7308422,7309887,	7308085	7309887	1000
SPAG11B	NM_058206	chr8	-	7308085	7309887	7308400	7309835	3	7308085,7308645,7309780,	7308422,7308721,7309887,	7308085	7309887	1000
SPAG11B	NM_058203	chr8	-	7318786	7321192	7318928	7321025	3	7318786,7320228,7320964,	7319056,7320381,7321192,	7318786	7321192	1000
SPAG11B	NM_058203	chr8	+	7705401	7707807	7705568	7707665	3	7705401,7706212,7707537,	7705629,7706365,7707807,	7705401	7707807	1000
SPAG11B	NM_058202	chr8	-	7305275	7321192	7305536	7321025	3	7305275,7320228,7320964,	7305571,7320381,7321192,	7305275	7321192	1000
MIR4454	NR_039659	chrX	+	109113629	109113681	109113681	109113681	1	109113629,	109113681,	109113629	109113681	1000
TBC1D3	NM_001123391	chr17	-	36337527	36348621	36338025	36347081	14	36337527,36339575,36340098,36340661,36341111,36341919,36342583,36343885,36344324,36344875,36345438,36346761,36347009,36348510,	36338594,36339728,36340198,36340727,36341206,36342040,36342632,36343995,36344432,36344956,36345478,36346847,36347082,36348621,	36337527	36348621	1000
TBC1D3	NM_001123391	chr17	+	36284004	36295098	36285544	36294600	14	36284004,36285543,36285778,36287147,36287669,36288193,36288630,36289993,36290585,36291419,36291898,36292427,36292897,36294031,	36284115,36285616,36285864,36287187,36287750,36288301,36288740,36290042,36290706,36291514,36291964,36292527,36293050,36295098,	36284004	36295098	1000
FAM45BP	NR_027141	chrX	+	129628914	129631421	129631421	129631421	1	129628914,	129631421,	129628914	129631421	1000
RBMY1B	NM_001320948	chrY	+	23696764	23710980	23698777	23710934	11	23696764,23698773,23699360,23702483,23704576,23706739,23707809,23708361,23708906,23710135,23710635,	23696912,23698886,23699464,23702661,23704729,23706854,23707920,23708472,23709017,23710224,23710980,	23696764	23710980	1000
RBMY1B	NM_001320948	chrY	-	24026454	24040673	24026500	24038660	11	24026454,24027210,24028418,24028963,24029515,24030581,24032706,24034774,24037971,24038551,24040525,	24026799,24027299,24028529,24029074,24029626,24030696,24032859,24034952,24038075,24038664,24040673,	24026454	24040673	1000
RBMY1B	NM_001320948	chrY	-	24049996	24064214	24050042	24062201	11	24049996,24050752,24051959,24052504,24053056,24054122,24056247,24058315,24061512,24062092,24064066,	24050341,24050841,24052070,24052615,24053167,24054237,24056400,24058493,24061616,24062205,24064214,	24049996	24064214	1000
XAGE2	NM_130777	chrX	-	52380347	52387021	52380439	52386016	5	52380347,52383361,52385358,52385935,52386816,	52380462,52383487,52385464,52386024,52387021,	52380347	52387021	1000
RNU6-2	NR_125730	chrX	-	140212214	140212321	140212321	140212321	1	140212214,	140212321,	140212214	140212321	1000
CXorf51A	NM_001144064	chrX	+	145891301	145891929	145891309	145891826	2	145891301,145891631,	145891441,145891929,	145891301	145891929	1000
CXorf51B	NM_001244892	chrX	+	145891301	145891929	145891309	145891826	2	145891301,145891631,	145891441,145891929,	145891301	145891929	1000
CXorf51A	NM_001144064	chrX	-	145895621	145896249	145895724	145896241	2	145895621,145896109,	145895919,145896249,	145895621	145896249	1000
CXorf51B	NM_001244892	chrX	-	145895621	145896249	145895724	145896241	2	145895621,145896109,	145895919,145896249,	145895621	145896249	1000
RGPD5	NM_032260	chr2	+	110550334	110590596	110552042	110590540	20	110550334,110551741,110559359,110561008,110561555,110565750,110566326,110571036,110577272,110579481,110581798,110582063,110582406,110583452,110583877,110584277,110585368,110585641,110588893,110590427,	110550566,110552114,110559427,110561120,110561708,110565981,110566472,110571232,110577360,110579691,110581980,110582239,110582530,110583611,110584015,110584424,110585548,110585725,110589029,110590596,	110550334	110590596	1000
CSAG3	NM_001129826	chrX	-	151876742	151877747	151877052	151877594	2	151876742,151877280,	151877122,151877747,	151876742	151877747	1000
CSAG3	NM_001129828	chrX	-	151876742	151877747	151877052	151877594	2	151876742,151877331,	151877122,151877747,	151876742	151877747	1000
CSAG3	NR_130638	chrX	-	151876742	151883038	151883038	151883038	5	151876742,151877316,151877943,151881744,151882977,	151877122,151877489,151878058,151881804,151883038,	151876742	151883038	1000
CSAG3	NR_130638	chrX	+	151922444	151928738	151928738	151928738	5	151922444,151923678,151927422,151927991,151928358,	151922505,151923738,151927537,151928164,151928738,	151922444	151928738	1000
CSAG3	NM_001129826	chrX	+	151927733	151928738	151927886	151928428	2	151927733,151928358,	151928200,151928738,	151927733	151928738	1000
CSAG3	NM_001129828	chrX	+	151927733	151928738	151927886	151928428	2	151927733,151928358,	151928149,151928738,	151927733	151928738	1000
FAM223A	NR_027401	chrX	+	153799478	153800188	153800188	153800188	1	153799478,	153800188,	153799478	153800188	1000
FAM223B	NR_027402	chrX	+	153799478	153800188	153800188	153800188	1	153799478,	153800188,	153799478	153800188	1000
FAM223A	NR_027401	chrX	-	153860738	153861448	153861448	153861448	1	153860738,	153861448,	153860738	153861448	1000
FAM223B	NR_027402	chrX	-	153860738	153861448	153861448	153861448	1	153860738,	153861448,	153860738	153861448	1000
MIR1184-1	NR_036049	chrX	-	154115634	154115733	154115733	154115733	1	154115634,	154115733,	154115634	154115733	1000
MIR1184-2	NR_036259	chrX	-	154115634	154115733	154115733	154115733	1	154115634,	154115733,	154115634	154115733	1000
MIR1184-3	NR_036260	chrX	-	154115634	154115733	154115733	154115733	1	154115634,	154115733,	154115634	154115733	1000
TMLHE-AS1	NR_039991	chrX	-	154576449	154603823	154603823	154603823	4	154576449,154581173,154595961,154603513,	154577680,154581271,154596024,154603823,	154576449	154603823	1000
LOC101927830	NR_109985	chrX	-	154576449	154603823	154603823	154603823	4	154576449,154581173,154595961,154603513,	154577680,154581271,154596024,154603823,	154576449	154603823	1000
MIR1184-1	NR_036049	chrX	-	154612748	154612847	154612847	154612847	1	154612748,	154612847,	154612748	154612847	1000
MIR1184-2	NR_036259	chrX	-	154612748	154612847	154612847	154612847	1	154612748,	154612847,	154612748	154612847	1000
MIR1184-3	NR_036260	chrX	-	154612748	154612847	154612847	154612847	1	154612748,	154612847,	154612748	154612847	1000
MIR1184-1	NR_036049	chrX	+	154687177	154687276	154687276	154687276	1	154687177,	154687276,	154687177	154687276	1000
MIR1184-2	NR_036259	chrX	+	154687177	154687276	154687276	154687276	1	154687177,	154687276,	154687177	154687276	1000
MIR1184-3	NR_036260	chrX	+	154687177	154687276	154687276	154687276	1	154687177,	154687276,	154687177	154687276	1000
TMLHE-AS1	NR_039991	chrX	+	154696200	154723771	154723771	154723771	4	154696200,154704199,154718952,154722540,	154696510,154704262,154719050,154723771,	154696200	154723771	1000
LOC101927830	NR_109985	chrX	+	154696200	154723771	154723771	154723771	4	154696200,154704199,154718952,154722540,	154696510,154704262,154719050,154723771,	154696200	154723771	1000
VAMP7	NR_033714	chrX	+	155110942	155173433	155173433	155173433	7	155110942,155119120,155127775,155130160,155149476,155169364,155171546,	155111111,155119275,155127913,155130251,155149544,155169457,155173433,	155110942	155173433	1000
VAMP7	NR_033715	chrX	+	155110942	155173433	155173433	155173433	8	155110942,155119120,155125285,155127775,155130160,155149476,155169364,155171546,	155111111,155119210,155125343,155127913,155130251,155149544,155169457,155173433,	155110942	155173433	1000
WASIR1	NR_138048	chrX	-	155244228	155246495	155246495	155246495	2	155244228,155246326,	155245290,155246495,	155244228	155246495	1000
DDX11L16	NR_110561	chrX	-	155255322	155257848	155257848	155257848	3	155255322,155257000,155257494,	155256502,155257109,155257848,	155255322	155257848	1000
PLCXD1	NR_028057	chrY	+	142990	170022	170022	170022	9	142990,148148,150833,155399,157314,158165,159701,165763,169259,	143061,148351,150981,155536,157443,158321,159885,166059,170022,	142990	170022	1000
LINC00685	NR_027231	chrY	+	231384	232054	232054	232054	1	231384,	232054,	231384	232054	1000
LINC00685	NR_027232	chrY	+	231384	232054	232054	232054	1	231384,	232054,	231384	232054	1000
MIR3690	NR_037461	chrY	+	1362810	1362885	1362885	1362885	1	1362810,	1362885,	1362810	1362885	1000
LINC00106	NR_130733	chrY	+	1465917	1468291	1468291	1468291	3	1465917,1467717,1468259,	1466117,1467851,1468291,	1465917	1468291	1000
ASMTL-AS1	NR_026710	chrY	+	1469423	1482479	1482479	1482479	4	1469423,1470354,1472353,1481635,	1469479,1471118,1472478,1482479,	1469423	1482479	1000
ASMTL-AS1	NR_026711	chrY	+	1469423	1484314	1484314	1484314	6	1469423,1470354,1472353,1481635,1482654,1483635,	1469479,1471118,1472478,1481781,1483203,1484314,	1469423	1484314	1000
AKAP17A	NR_027383	chrY	+	1660485	1671407	1671407	1671407	6	1660485,1662336,1664276,1668084,1669030,1669551,	1660662,1663117,1664425,1668325,1669100,1671407,	1660485	1671407	1000
MIR6089	NR_106737	chrY	+	2477231	2477295	2477295	2477295	1	2477231,	2477295,	2477231	2477295	1000
CD99P1	NR_033381	chrY	+	2477305	2506370	2506370	2506370	10	2477305,2479036,2480190,2483856,2486780,2487469,2490730,2491425,2494637,2506014,	2477522,2479079,2480259,2484010,2486825,2487538,2490775,2491494,2494683,2506370,	2477305	2506370	1000
CD99P1	NR_033380	chrY	+	2477305	2525270	2525270	2525270	9	2477305,2479036,2480190,2483856,2486780,2487469,2491425,2494637,2523067,	2477522,2479079,2480259,2484010,2486825,2487538,2491494,2494683,2525270,	2477305	2525270	1000
XGY2	NR_003254	chrY	+	2620336	2643037	2643037	2643037	3	2620336,2638590,2642756,	2620376,2638632,2643037,	2620336	2643037	1000
TTTY23	NR_001540	chrY	-	6110486	6111651	6111651	6111651	3	6110486,6111335,6111594,	6110795,6111481,6111651,	6110486	6111651	1000
TTTY23B	NR_003593	chrY	-	6110486	6111651	6111651	6111651	3	6110486,6111335,6111594,	6110795,6111481,6111651,	6110486	6111651	1000
TTTY1	NR_001538	chrY	+	6258441	6279605	6279605	6279605	5	6258441,6262140,6269163,6271628,6279347,	6258716,6262300,6269272,6271766,6279605,	6258441	6279605	1000
TTTY1B	NR_003589	chrY	+	6258441	6279605	6279605	6279605	5	6258441,6262140,6269163,6271628,6279347,	6258716,6262300,6269272,6271766,6279605,	6258441	6279605	1000
TTTY2	NR_001536	chrY	-	6274284	6296485	6296485	6296485	8	6274284,6276187,6276505,6279414,6280263,6287805,6290368,6296280,	6274964,6276385,6276584,6279571,6280412,6287892,6290446,6296485,	6274284	6296485	1000
TTTY2B	NR_003590	chrY	-	6274284	6296485	6296485	6296485	8	6274284,6276187,6276505,6279414,6280263,6287805,6290368,6296280,	6274964,6276385,6276584,6279571,6280412,6287892,6290446,6296485,	6274284	6296485	1000
TTTY21	NR_001535	chrY	+	6311474	6315118	6315118	6315118	2	6311474,6315013,	6311676,6315118,	6311474	6315118	1000
TTTY21B	NR_003588	chrY	+	6311474	6315118	6315118	6315118	2	6311474,6315013,	6311676,6315118,	6311474	6315118	1000
TTTY7	NR_001534	chrY	+	6317508	6325947	6325947	6325947	7	6317508,6318486,6320955,6321718,6324112,6325199,6325701,	6317545,6318648,6321030,6322195,6324226,6325455,6325947,	6317508	6325947	1000
TTTY7B	NR_003592	chrY	+	6317508	6325947	6325947	6325947	6	6317508,6318486,6320955,6321718,6324112,6325701,	6317545,6318648,6321030,6322195,6324226,6325947,	6317508	6325947	1000
TTTY8	NR_001533	chrY	-	6339071	6341671	6341671	6341671	3	6339071,6340853,6341535,	6339261,6341058,6341671,	6339071	6341671	1000
TTTY8B	NR_003591	chrY	-	6339071	6341671	6341671	6341671	3	6339071,6340853,6341535,	6339261,6341058,6341671,	6339071	6341671	1000
TTTY8	NR_001533	chrY	+	9528708	9531308	9531308	9531308	3	9528708,9529321,9531118,	9528844,9529526,9531308,	9528708	9531308	1000
TTTY8B	NR_003591	chrY	+	9528708	9531308	9531308	9531308	3	9528708,9529321,9531118,	9528844,9529526,9531308,	9528708	9531308	1000
TTTY7	NR_001534	chrY	-	9544432	9552871	9552871	9552871	7	9544432,9544924,9546153,9548184,9549349,9551731,9552834,	9544678,9545180,9546267,9548661,9549424,9551893,9552871,	9544432	9552871	1000
TTTY7B	NR_003592	chrY	-	9544432	9552871	9552871	9552871	6	9544432,9546153,9548184,9549349,9551731,9552834,	9544678,9546267,9548661,9549424,9551893,9552871,	9544432	9552871	1000
TTTY21	NR_001535	chrY	-	9555261	9558905	9558905	9558905	2	9555261,9558703,	9555366,9558905,	9555261	9558905	1000
TTTY21B	NR_003588	chrY	-	9555261	9558905	9558905	9558905	2	9555261,9558703,	9555366,9558905,	9555261	9558905	1000
TTTY2	NR_001536	chrY	+	9573894	9596085	9596085	9596085	8	9573894,9579932,9582486,9589957,9590798,9593785,9593984,9595405,	9574099,9580010,9582573,9590106,9590955,9593864,9594182,9596085,	9573894	9596085	1000
TTTY2B	NR_003590	chrY	+	9573894	9596085	9596085	9596085	8	9573894,9579932,9582486,9589957,9590798,9593785,9593984,9595405,	9574099,9580010,9582573,9590106,9590955,9593864,9594182,9596085,	9573894	9596085	1000
TTTY1	NR_001538	chrY	-	9590764	9611928	9611928	9611928	5	9590764,9598603,9601097,9608069,9611653,	9591022,9598741,9601206,9608229,9611928,	9590764	9611928	1000
TTTY1B	NR_003589	chrY	-	9590764	9611928	9611928	9611928	5	9590764,9598603,9601097,9608069,9611653,	9591022,9598741,9601206,9608229,9611928,	9590764	9611928	1000
TTTY23	NR_001540	chrY	+	9748406	9749571	9749571	9749571	3	9748406,9748576,9749262,	9748463,9748722,9749571,	9748406	9749571	1000
TTTY23B	NR_003593	chrY	+	9748406	9749571	9749571	9749571	3	9748406,9748576,9749262,	9748463,9748722,9749571,	9748406	9749571	1000
FAM41AY1	NR_028083	chrY	+	19612837	19628622	19628622	19628622	10	19612837,19613590,19624977,19625353,19626040,19626320,19626688,19627191,19627591,19627895,	19612995,19613640,19625106,19625447,19626211,19626414,19626898,19627379,19627813,19628622,	19612837	19628622	1000
FAM41AY2	NR_028084	chrY	+	19612837	19628622	19628622	19628622	10	19612837,19613590,19624977,19625353,19626040,19626320,19626688,19627191,19627591,19627895,	19612995,19613640,19625106,19625447,19626211,19626414,19626898,19627379,19627813,19628622,	19612837	19628622	1000
FAM224B	NR_002160	chrY	-	19687040	19691332	19691332	19691332	3	19687040,19688582,19691195,	19687247,19688700,19691332,	19687040	19691332	1000
FAM224A	NR_002161	chrY	-	19687063	19691353	19691353	19691353	3	19687063,19688582,19691195,	19687247,19688700,19691353,	19687063	19691353	1000
XKRY2	NM_001002906	chrY	-	19880859	19882440	19881423	19881777	1	19880859,	19882440,	19880859	19882440	1000
XKRY2	NM_001002906	chrY	+	20297334	20298915	20297997	20298351	1	20297334,	20298915,	20297334	20298915	1000
FAM224A	NR_002161	chrY	+	20488418	20492712	20492712	20492712	3	20488418,20491076,20492529,	20488576,20491194,20492712,	20488418	20492712	1000
FAM224B	NR_002160	chrY	+	20488439	20492736	20492736	20492736	3	20488439,20491076,20492529,	20488576,20491194,20492736,	20488439	20492736	1000
